sales_agent_name,resale_transaction_date,sales_agent_reg_num,town,real_estate_company_name
SARAVANNAN S/O SANTH KUMARAN,2023-12-01,R000215D,KALLANG/WHAMPOA,OHMYHOME PTE. LTD.
HO CHAI HWA,2023-12-01,R000402F,ANG MO KIO,LHG PROPERTIES PTE. LTD.
"ONG XIU HUI, VENELYN",2023-12-01,R000302A,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
LIM SEOK HIN,2023-12-01,R000173F,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
MARCUS ONG QIN WEN,2023-12-01,R000277G,BUKIT PANJANG,ERA REALTY NETWORK PTE LTD
CHAN JIAN HONG,2023-12-01,R001226F,CENTRAL AREA,SRI PTE. LTD.
TAY YUNG CHI,2023-12-01,R000220D,QUEENSTOWN,ERA REALTY NETWORK PTE LTD
NG SIEW HENG,2023-12-01,R000175G,WOODLANDS,ERA REALTY NETWORK PTE LTD
TOH HONG LING,2023-12-01,R000846C,SEMBAWANG,SRI PTE. LTD.
SEE LYE KEONG,2023-12-01,R000923J,SENGKANG,SINGAPORE ESTATE AGENCY PTE. LTD.
"TAN XIN HUI, RACHEL",2023-12-01,R001332G,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
NIGEL VIJAY S/O S P VARATHARAJOO,2023-12-01,R000909E,YISHUN,PROPNEX REALTY PTE. LTD.
SARAVANNAN S/O SANTH KUMARAN,2024-01-01,R000215D,YISHUN,OHMYHOME PTE. LTD.
WAYNE KOH WEI LUN,2024-01-01,R000317D,TAMPINES,PROPNEX REALTY PTE. LTD.
SARAVANNAN S/O SANTH KUMARAN,2024-01-01,R000215D,SEMBAWANG,OHMYHOME PTE. LTD.
CHEO JOO ANN EDWIN,2024-01-01,R001200B,TAMPINES,KPC PROPERTIES PTE LTD
GOH MENG HWEE,2024-01-01,R000418B,HOUGANG,PROPNEX REALTY PTE. LTD.
SARAVANNAN S/O SANTH KUMARAN,2024-01-01,R000215D,JURONG WEST,OHMYHOME PTE. LTD.
"ONG XIU HUI, VENELYN",2024-01-01,R000302A,SENGKANG,PROPNEX REALTY PTE. LTD.
ALOYSIUS THOMAS TAN,2024-01-01,R000311J,PUNGGOL,PROPNEX REALTY PTE. LTD.
TAY CAI CHANG,2024-01-01,R000567G,TOA PAYOH,OHMYHOME PTE. LTD.
NG LIANG YEW,2024-01-01,P004306D,TAMPINES,WEST LAND
HO WAI MAN,2024-01-01,R001222C,JURONG WEST,WRITE REALTY PTE LTD
HOO BOON CHAI,2024-01-01,R000484J,QUEENSTOWN,UNISON AGENCY PTE. LTD.
HAN JER CHENG,2024-01-01,R000235Z,WOODLANDS,HUTTONS ASIA PTE. LTD.
LENA NG LI KHENG,2024-01-01,P003214C,BEDOK,RESIHUB PROPERTY
TOH HONG LING,2024-01-01,R000846C,WOODLANDS,SRI PTE. LTD.
HUANG HUANBIN,2024-01-01,R000395Z,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
HUANG HUANBIN,2024-01-01,R000395Z,BUKIT TIMAH,PROPNEX REALTY PTE. LTD.
MOHAMMAD REEZA ABNASS BIN KHALIL,2024-01-01,R000272J,TOA PAYOH,ERA REALTY NETWORK PTE LTD
LENA NG LI KHENG,2024-01-01,P003214C,CHOA CHU KANG,RESIHUB PROPERTY
KIM SUAY HIN LYNN,2024-01-01,P028865B,WOODLANDS,JL PROPERTY AND MANAGEMENT
HAYATI BINTE JANTAN,2024-01-01,P001193F,CHOA CHU KANG,ISLANDGATE REAL ESTATE
"ONG XIU HUI, VENELYN",2024-01-01,R000302A,WOODLANDS,PROPNEX REALTY PTE. LTD.
GOH PUAY HOON,2024-01-01,P001763B,BISHAN,PROREAL REALTY
WONG KAM POH DEREK,2024-01-01,P001764J,TAMPINES,ESTEEM PROPERTY NETWORK
SEE LYE KEONG,2024-01-01,R000923J,PUNGGOL,SINGAPORE ESTATE AGENCY PTE. LTD.
TAY CAI CHANG,2024-01-01,R000567G,GEYLANG,OHMYHOME PTE. LTD.
AINON BINTE ABDUL AZIZ TALIB,2024-01-01,R000174Z,SENGKANG,ERA REALTY NETWORK PTE LTD
AINON BINTE ABDUL AZIZ TALIB,2024-01-01,R000174Z,HOUGANG,ERA REALTY NETWORK PTE LTD
CHEN JIN BERTRAM DANIEL,2024-01-01,R000252H,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
TAN ENG WEE,2024-01-01,R000397F,TAMPINES,HUTTONS ASIA PTE. LTD.
TAY CAI CHANG,2024-01-01,R000567G,TOA PAYOH,OHMYHOME PTE. LTD.
WAN WING HOON,2024-01-01,R000617G,QUEENSTOWN,LUXUS PROPERTY INVESTMENT PTE. LTD.
"CHEONG MUI FUM, ADDINE",2024-01-01,R000229E,TAMPINES,ORANGETEE & TIE PTE. LTD.
YAP AH HONG,2024-01-01,R001275D,BUKIT PANJANG,SRI PTE. LTD.
"YEW RUI CHANG, BENSON",2024-01-01,R000901Z,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
GOH PUAY HOON,2024-01-01,P001763B,KALLANG/WHAMPOA,PROREAL REALTY
ER LEE HUAT,2024-01-01,R000991E,PUNGGOL,RIGHTMANN PROPERTIES & CONSULTANTS
"WONG YUN TING, JOYCE",2024-01-01,R000240G,PUNGGOL,ERA REALTY NETWORK PTE LTD
KOH SIOK HWA,2024-01-01,P002872C,JURONG WEST,IZ CONSULTANCY & SERVICES
SARAVANNAN S/O SANTH KUMARAN,2024-01-01,R000215D,HOUGANG,OHMYHOME PTE. LTD.
LEE SHIU MAN,2024-01-01,R000603G,BEDOK,LIMAN PROPERTY AGENCY
SOH HUI HUA,2024-01-01,P000003I,CENTRAL AREA,K J REALTY
NORSHEELAH BINTE MOHAMED AHMED,2024-01-01,R000255D,YISHUN,SRI PTE. LTD.
CHAN LIN HIONG,2024-01-01,P000407G,TAMPINES,SPEEDO PROPERTY SERVICES
NEO WEE LI,2024-01-01,P000951F,SEMBAWANG,A STAR REAL ESTATE PTE. LTD.
TAN ZHENG CHUAN,2024-01-01,R000871D,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
CHEW GEK LENG ANNA,2024-01-01,P001922H,BISHAN,LINCOLNS PROPERTY PTE. LTD.
HO CHAI HWA,2024-01-01,R000402F,TAMPINES,LHG PROPERTIES PTE. LTD.
LIAU HSING LING,2024-01-01,R000313E,SENGKANG,HUTTONS ASIA PTE. LTD.
HO CHAI HWA,2024-01-01,R000402F,TOA PAYOH,LHG PROPERTIES PTE. LTD.
LENA NG LI KHENG,2024-01-01,P003214C,BUKIT BATOK,RESIHUB PROPERTY
MOHAMED SYARIF BIN MOHAMED RUSLAN HADI,2024-01-01,R000212B,PASIR RIS,PROPNEX REALTY PTE. LTD.
"WONG YUN TING, JOYCE",2024-01-01,R000240G,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
LENA NG LI KHENG,2024-01-01,P003214C,BUKIT BATOK,RESIHUB PROPERTY
FOO TIANG HUI SIMON,2024-01-01,P027892D,SEMBAWANG,WINWORLD REAL ESTATE
NIGEL VIJAY S/O S P VARATHARAJOO,2024-01-01,R000909E,YISHUN,PROPNEX REALTY PTE. LTD.
TAN ZHENG CHUAN,2024-01-01,R000871D,GEYLANG,PROPNEX REALTY PTE. LTD.
SARAVANNAN S/O SANTH KUMARAN,2024-01-01,R000215D,YISHUN,OHMYHOME PTE. LTD.
TAY CAI CHANG,2024-01-01,R000567G,BUKIT MERAH,OHMYHOME PTE. LTD.
SOH HUI HUA,2024-01-01,P000003I,JURONG EAST,K J REALTY
LENA NG LI KHENG,2024-01-01,P003214C,ANG MO KIO,RESIHUB PROPERTY
LENA NG LI KHENG,2024-01-01,P003214C,QUEENSTOWN,RESIHUB PROPERTY
ADA LEE YOKE SIM,2024-01-01,R001223A,HOUGANG,PROPNEX REALTY PTE. LTD.
WONG YIK LOOI,2024-01-01,R000583I,TOA PAYOH,GOLD-LINK REALTY PTE LTD
SAM LIU TONG,2024-01-01,R000191D,HOUGANG,HUTTONS ASIA PTE. LTD.
FAKHRUL HAAZIQ BIN MOHD FIKRI,2024-01-01,R000300G,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
CHAN DE WEI,2024-01-01,R000736Z,BEDOK,HUTTONS ASIA PTE. LTD.
ALOYSIUS THOMAS TAN,2024-01-01,R000311J,SERANGOON,PROPNEX REALTY PTE. LTD.
TAY CAI CHANG,2024-01-01,R000567G,KALLANG/WHAMPOA,OHMYHOME PTE. LTD.
CHAN JIAN HONG,2024-01-01,R001226F,WOODLANDS,SRI PTE. LTD.
CHAN WENG YIM,2024-01-01,R000040C,JURONG WEST,MIP REALTY PTE LTD
ELISABETH YIONG ZIYUN,2024-01-01,R000257D,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-01-01,R000252H,MARINE PARADE,ERA REALTY NETWORK PTE LTD
FONG YONG TEN,2024-01-01,R000709B,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
EVANGELINE LOW LI KIANG,2024-01-01,P032377F,SEMBAWANG,ELYON REALTORS
"ONG XIU HUI, VENELYN",2024-01-01,R000302A,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-01-01,R000252H,HOUGANG,ERA REALTY NETWORK PTE LTD
NIGEL VIJAY S/O S P VARATHARAJOO,2024-01-01,R000909E,YISHUN,PROPNEX REALTY PTE. LTD.
TITIEN KOMARIATI REGANIT SACATANI,2024-01-01,R000999J,PASIR RIS,SRI PTE. LTD.
HUANG HUANBIN,2024-01-01,R000395Z,WOODLANDS,PROPNEX REALTY PTE. LTD.
"WONG YUN TING, JOYCE",2024-01-01,R000240G,HOUGANG,ERA REALTY NETWORK PTE LTD
VICTOR HO GIN HOCK,2024-01-01,R001342D,JURONG WEST,ORANGETEE & TIE PTE. LTD.
"WONG YUN TING, JOYCE",2024-01-01,R000240G,BISHAN,ERA REALTY NETWORK PTE LTD
HNG HUP GUAN,2024-02-01,R000077B,QUEENSTOWN,CROSS CONNECTIONS NETWORK PTE. LTD.
NORSHEELAH BINTE MOHAMED AHMED,2024-02-01,R000255D,BUKIT PANJANG,SRI PTE. LTD.
ONG SEE CHEE,2024-02-01,P003473A,CHOA CHU KANG,FRANCIS TAN REALTY
CHAN CHEE LIONG,2024-02-01,P008801G,CHOA CHU KANG,TAG REALTY PTE. LTD.
TAN LEONG TECK,2024-02-01,R000340B,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
KOH SIEW CHEN,2024-02-01,P009340A,SERANGOON,BOS PROPERTY CONSULTANT
"NG BOON WEE, KEVIN",2024-02-01,R000620G,GEYLANG,PROPNEX REALTY PTE. LTD.
HO CHAI HWA,2024-02-01,R000402F,BUKIT BATOK,LHG PROPERTIES PTE. LTD.
SHUM WAI,2024-02-01,R000258A,HOUGANG,PROPNEX REALTY PTE. LTD.
QUAH SEOK ENG,2024-02-01,P001783G,TAMPINES,GOOD-DAY PROPERTIES
ELISABETH YIONG ZIYUN,2024-02-01,R000257D,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
LIM PUAY NAM,2024-02-01,R000952D,BUKIT MERAH,E&K REALTY PTE. LTD.
HO CHAI HWA,2024-02-01,R000402F,TOA PAYOH,LHG PROPERTIES PTE. LTD.
ONG JIAK JIN,2024-02-01,R000217I,GEYLANG,ERA REALTY NETWORK PTE LTD
RAZLINDA BINTE SAPARWAN,2024-02-01,R000196G,JURONG WEST,PROPNEX REALTY PTE. LTD.
NUR NIKMAT BIN JAWINI,2024-02-01,R000282G,WOODLANDS,ERA REALTY NETWORK PTE LTD
RAZLINDA BINTE SAPARWAN,2024-02-01,R000196G,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
NUR NIKMAT BIN JAWINI,2024-02-01,R000282G,WOODLANDS,ERA REALTY NETWORK PTE LTD
HO CHAI HWA,2024-02-01,R000402F,SERANGOON,LHG PROPERTIES PTE. LTD.
CHENG IRENE,2024-02-01,P008498D,HOUGANG,PROPNEX REALTY PTE. LTD.
SARAVANNAN S/O SANTH KUMARAN,2024-02-01,R000215D,SENGKANG,OHMYHOME PTE. LTD.
TOH SEOK YEN,2024-02-01,P001717I,YISHUN,CHOME PROPERTY SERVICES
ALOYSIUS THOMAS TAN,2024-02-01,R000311J,SENGKANG,PROPNEX REALTY PTE. LTD.
SETO SIU MANG,2024-02-01,R000057H,ANG MO KIO,CCN REALTY PTE. LTD.
HAYATI BINTE JANTAN,2024-02-01,P001193F,TAMPINES,ISLANDGATE REAL ESTATE
LIEW HUNG YEE,2024-02-01,R000054C,ANG MO KIO,CS 2000 HOUSING PTE LTD
TAY YUNG CHI,2024-02-01,R000220D,YISHUN,ERA REALTY NETWORK PTE LTD
HO CHAI HWA,2024-02-01,R000402F,TAMPINES,LHG PROPERTIES PTE. LTD.
MOHAMED SYARIF BIN MOHAMED RUSLAN HADI,2024-02-01,R000212B,JURONG WEST,PROPNEX REALTY PTE. LTD.
TEU CHOON KIAT,2024-02-01,R000305D,HOUGANG,ERA REALTY NETWORK PTE LTD
NIGEL VIJAY S/O S P VARATHARAJOO,2024-02-01,R000909E,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
LEE TWE JEAT,2024-02-01,P021890E,BEDOK,ALISTER & LEE PROPERTIES
RAJA LATHME D/O THIRU MALAI,2024-02-01,R001175H,BUKIT MERAH,MINDLINK GROUPS PTE. LTD.
SOH YONG KAI,2024-02-01,P001176F,JURONG WEST,YKS REALTY SERVICES
LEE TWE JEAT,2024-02-01,P021890E,ANG MO KIO,ALISTER & LEE PROPERTIES
TAN LEONG TECK,2024-02-01,R000340B,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
HO CHAI HWA,2024-02-01,R000402F,SEMBAWANG,LHG PROPERTIES PTE. LTD.
HO CHAI HWA,2024-02-01,R000402F,SEMBAWANG,LHG PROPERTIES PTE. LTD.
NEO TANG HOON,2024-02-01,R001087E,YISHUN,LITE REALTY PTE LTD
FOO TIANG HUI SIMON,2024-02-01,P027892D,YISHUN,WINWORLD REAL ESTATE
KOH POH CHEW,2024-02-01,R001201J,ANG MO KIO,KPC PROPERTIES PTE LTD
WONG WEI JIE WYMAN,2024-03-01,R000621E,ANG MO KIO,PROPNEX REALTY PTE. LTD.
LIM TEOW JOO,2024-03-01,P028669B,QUEENSTOWN,THE REALTY SPECIALISTS PTE. LTD.
HUANG HUANBIN,2024-03-01,R000395Z,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
FONG SHI HAO,2024-03-01,R000768H,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
SETO SIU MANG,2024-03-01,R000057H,JURONG WEST,CCN REALTY PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-03-01,R000252H,WOODLANDS,ERA REALTY NETWORK PTE LTD
CHAN JIAN HONG,2024-03-01,R001226F,HOUGANG,SRI PTE. LTD.
NG FOONG SEN,2024-03-01,R000205H,ANG MO KIO,PROPNEX REALTY PTE. LTD.
CHAN LIN HIONG,2024-03-01,P000407G,JURONG WEST,SPEEDO PROPERTY SERVICES
TAY CAI CHANG,2024-03-01,R000567G,BISHAN,OHMYHOME PTE. LTD.
CHAN LIN HIONG,2024-03-01,P000407G,BUKIT BATOK,SPEEDO PROPERTY SERVICES
HO CHAI HWA,2024-03-01,R000402F,WOODLANDS,LHG PROPERTIES PTE. LTD.
MOHAMED SYARIF BIN MOHAMED RUSLAN HADI,2024-03-01,R000212B,TOA PAYOH,PROPNEX REALTY PTE. LTD.
"TAN YEN LING, ANGELINE",2024-03-01,R000910I,WOODLANDS,ERA REALTY NETWORK PTE LTD
LIAU HSING LING,2024-03-01,R000313E,BISHAN,HUTTONS ASIA PTE. LTD.
CHAN JIAN HONG,2024-03-01,R001226F,KALLANG/WHAMPOA,SRI PTE. LTD.
TATIANA VLADIMIROVNA JARKOVA,2024-03-01,P028721D,TOA PAYOH,LANDPLUS PROPERTY NETWORK PTE LTD
ALOYSIUS THOMAS TAN,2024-03-01,R000311J,SENGKANG,PROPNEX REALTY PTE. LTD.
CHEW KENG TUAN BENEDICT,2024-03-01,P002289Z,JURONG WEST,SG PROPERTY INTERNATIONAL
HO CHAI HWA,2024-03-01,R000402F,WOODLANDS,LHG PROPERTIES PTE. LTD.
CHEW KENG TUAN BENEDICT,2024-03-01,P002289Z,BUKIT BATOK,SG PROPERTY INTERNATIONAL
TAY CAI CHANG,2024-03-01,R000567G,BEDOK,OHMYHOME PTE. LTD.
ALOYSIUS THOMAS TAN,2024-03-01,R000311J,SENGKANG,PROPNEX REALTY PTE. LTD.
HO CHAI HWA,2024-03-01,R000402F,TAMPINES,LHG PROPERTIES PTE. LTD.
TAY CAI CHANG,2024-03-01,R000567G,BUKIT MERAH,OHMYHOME PTE. LTD.
HO CHAI HWA,2024-03-01,R000402F,TAMPINES,LHG PROPERTIES PTE. LTD.
SARAVANNAN S/O SANTH KUMARAN,2024-03-01,R000215D,HOUGANG,OHMYHOME PTE. LTD.
LEE TWE JEAT,2024-03-01,P021890E,TAMPINES,ALISTER & LEE PROPERTIES
SARAVANNAN S/O SANTH KUMARAN,2024-03-01,R000215D,WOODLANDS,OHMYHOME PTE. LTD.
TAY CHEE WEI DOMINIC,2024-03-01,R000191J,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-03-01,R000252H,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
FONG YONG TEN,2024-03-01,R000709B,SEMBAWANG,PROPNEX REALTY PTE. LTD.
ONG LIK HONG,2024-03-01,R001276B,BEDOK,ORANGETEE & TIE PTE. LTD.
TAN LI HENG,2024-03-01,R000274E,WOODLANDS,PROPNEX REALTY PTE. LTD.
TAY CHEE WEI DOMINIC,2024-03-01,R000191J,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
VICTOR HO GIN HOCK,2024-03-01,R001342D,ANG MO KIO,ORANGETEE & TIE PTE. LTD.
TAN SUAT LEE SHIRLEY,2024-03-01,P001932E,HOUGANG,ACCENT PROPERTIES
TAN KHENG LIONG,2024-03-01,R000971J,JURONG WEST,PRIME-D PROPERTY
AINON BINTE ABDUL AZIZ TALIB,2024-03-01,R000174Z,JURONG WEST,ERA REALTY NETWORK PTE LTD
ARSHAD BIN AHMARI,2024-03-01,R000697E,YISHUN,PROPNEX REALTY PTE. LTD.
THAM YEW PARNG,2024-03-01,R001203G,PASIR RIS,KPC PROPERTIES PTE LTD
CHNG CHEE BENG,2024-03-01,P003551G,PASIR RIS,ORANGETEE & TIE PTE. LTD.
ONG JIAK JIN,2024-03-01,R000217I,TAMPINES,ERA REALTY NETWORK PTE LTD
"YEW RUI CHANG, BENSON",2024-03-01,R000901Z,WOODLANDS,PROPNEX REALTY PTE. LTD.
MOHAMED SYARIF BIN MOHAMED RUSLAN HADI,2024-03-01,R000212B,PUNGGOL,PROPNEX REALTY PTE. LTD.
SOH YONG KAI,2024-03-01,P001176F,BUKIT BATOK,YKS REALTY SERVICES
ONG JIAK JIN,2024-03-01,R000217I,JURONG WEST,ERA REALTY NETWORK PTE LTD
LIEW HUNG YEE,2024-03-01,R000054C,GEYLANG,CS 2000 HOUSING PTE LTD
SARAVANNAN S/O SANTH KUMARAN,2024-03-01,R000215D,PUNGGOL,OHMYHOME PTE. LTD.
"ONG XIU HUI, VENELYN",2024-03-01,R000302A,HOUGANG,PROPNEX REALTY PTE. LTD.
NG TECK SIN,2024-03-01,R000290I,JURONG WEST,ORANGETEE & TIE PTE. LTD.
"WEE SIEW LING, SERYN",2024-03-01,R000183I,TAMPINES,PROPNEX REALTY PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-03-01,R000252H,YISHUN,ERA REALTY NETWORK PTE LTD
TAN JUN DE,2024-03-01,R000168B,SEMBAWANG,HUTTONS ASIA PTE. LTD.
"ONG XIU HUI, VENELYN",2024-03-01,R000302A,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
KOH SIOK HWA,2024-03-01,P002872C,JURONG EAST,IZ CONSULTANCY & SERVICES
AINON BINTE ABDUL AZIZ TALIB,2024-03-01,R000174Z,JURONG EAST,ERA REALTY NETWORK PTE LTD
KOH KIAN SOON,2024-03-01,P022506E,SEMBAWANG,KPN PROPERTIES LLP
TAN KIM CHOO,2024-03-01,P000027F,TAMPINES,ASPECT REALTY
ALOYSIUS THOMAS TAN,2024-03-01,R000311J,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-03-01,R000252H,WOODLANDS,ERA REALTY NETWORK PTE LTD
CHEN JIN BERTRAM DANIEL,2024-03-01,R000252H,SEMBAWANG,ERA REALTY NETWORK PTE LTD
AINON BINTE ABDUL AZIZ TALIB,2024-03-01,R000174Z,BEDOK,ERA REALTY NETWORK PTE LTD
CHIN MOOI PHIN,2024-03-01,P021796H,BEDOK,GIANT PROPERTIES
CHAN DE WEI,2024-03-01,R000736Z,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-03-01,R000252H,YISHUN,ERA REALTY NETWORK PTE LTD
EVANGELINE LOW LI KIANG,2024-03-01,P032377F,QUEENSTOWN,ELYON REALTORS
SARAVANNAN S/O SANTH KUMARAN,2024-03-01,R000215D,PUNGGOL,OHMYHOME PTE. LTD.
NUR NIKMAT BIN JAWINI,2024-03-01,R000282G,JURONG WEST,ERA REALTY NETWORK PTE LTD
JENNIFER KEE SIAM HIANG,2024-03-01,P000037C,BEDOK,PROPNEX REALTY PTE. LTD.
TAY CHEE WEI DOMINIC,2024-03-01,R000191J,TOA PAYOH,PROPNEX REALTY PTE. LTD.
CHEW KIM HUWA,2024-03-01,P001892B,YISHUN,TRANSLAND ASSOCIATES
ALOYSIUS THOMAS TAN,2024-03-01,R000311J,SENGKANG,PROPNEX REALTY PTE. LTD.
TENG HAN WEN,2024-03-01,R000221Z,JURONG WEST,PROPNEX REALTY PTE. LTD.
TENG HAN WEN,2024-03-01,R000221Z,PUNGGOL,PROPNEX REALTY PTE. LTD.
TENG HAN WEN,2024-03-01,R000221Z,PUNGGOL,PROPNEX REALTY PTE. LTD.
HO CHAI HWA,2024-03-01,R000402F,WOODLANDS,LHG PROPERTIES PTE. LTD.
HO CHAI HWA,2024-03-01,R000402F,TAMPINES,LHG PROPERTIES PTE. LTD.
NEO WEE LI,2024-03-01,P000951F,BEDOK,A STAR REAL ESTATE PTE. LTD.
CHEW KENG TUAN BENEDICT,2024-03-01,P002289Z,CLEMENTI,SG PROPERTY INTERNATIONAL
"SOH YEEU HAN, KELVIN",2024-03-01,R000622C,BEDOK,PROPNEX REALTY PTE. LTD.
HAYATI BINTE JANTAN,2024-03-01,P001193F,TAMPINES,ISLANDGATE REAL ESTATE
CHEW KENG TUAN BENEDICT,2024-03-01,P002289Z,PUNGGOL,SG PROPERTY INTERNATIONAL
HO CHAI HWA,2024-03-01,R000402F,WOODLANDS,LHG PROPERTIES PTE. LTD.
NEO WEE LI,2024-03-01,P000951F,BEDOK,A STAR REAL ESTATE PTE. LTD.
CHEW KENG TUAN BENEDICT,2024-03-01,P002289Z,CLEMENTI,SG PROPERTY INTERNATIONAL
"SOH YEEU HAN, KELVIN",2024-03-01,R000622C,BEDOK,PROPNEX REALTY PTE. LTD.
HAYATI BINTE JANTAN,2024-03-01,P001193F,TAMPINES,ISLANDGATE REAL ESTATE
CHEW KENG TUAN BENEDICT,2024-03-01,P002289Z,PUNGGOL,SG PROPERTY INTERNATIONAL
HO CHAI HWA,2024-03-01,R000402F,WOODLANDS,LHG PROPERTIES PTE. LTD.
PANG GUAN SIM MARIA,2024-04-01,P014081G,HOUGANG,SGP REALTY
NUR NIKMAT BIN JAWINI,2024-04-01,R000282G,JURONG EAST,ERA REALTY NETWORK PTE LTD
TAY CAI CHANG,2024-04-01,R000567G,SEMBAWANG,OHMYHOME PTE. LTD.
SEE LYE KEONG,2024-04-01,R000923J,CLEMENTI,SINGAPORE ESTATE AGENCY PTE. LTD.
SETO SIU MANG,2024-04-01,R000057H,KALLANG/WHAMPOA,CCN REALTY PTE. LTD.
NICHOLAS FENG JIAYONG,2024-04-01,R000273H,SENGKANG,PROPNEX REALTY PTE. LTD.
ALOYSIUS THOMAS TAN,2024-04-01,R000311J,SEMBAWANG,PROPNEX REALTY PTE. LTD.
"CHEONG MUI FUM, ADDINE",2024-04-01,R000229E,TAMPINES,ORANGETEE & TIE PTE. LTD.
NICHOLAS FENG JIAYONG,2024-04-01,R000273H,GEYLANG,PROPNEX REALTY PTE. LTD.
ANDREA GOH SHUE TING,2024-04-01,R000289H,TAMPINES,QUINVEST CHAMBERS INTERNATIONAL PROPERTY CONSULTANTS PTE. LTD.
NEO TANG HOON,2024-04-01,R001087E,BUKIT MERAH,LITE REALTY PTE LTD
SARAVANNAN S/O SANTH KUMARAN,2024-04-01,R000215D,YISHUN,OHMYHOME PTE. LTD.
WAYNE KOH WEI LUN,2024-04-01,R000317D,HOUGANG,PROPNEX REALTY PTE. LTD.
DEANNA POH EE WEI,2024-04-01,R000699A,BEDOK,PROPNEX REALTY PTE. LTD.
ONG SOCK CHENG,2024-04-01,R000492A,YISHUN,PROPNEX REALTY PTE. LTD.
AINON BINTE ABDUL AZIZ TALIB,2024-04-01,R000174Z,JURONG WEST,ERA REALTY NETWORK PTE LTD
NICHOLAS FENG JIAYONG,2024-04-01,R000273H,PASIR RIS,PROPNEX REALTY PTE. LTD.
FAKHRUL HAAZIQ BIN MOHD FIKRI,2024-04-01,R000300G,WOODLANDS,ERA REALTY NETWORK PTE LTD
CHEW KENG TUAN BENEDICT,2024-04-01,P002289Z,JURONG WEST,SG PROPERTY INTERNATIONAL
LIM GERALDINE EUNICE,2024-04-01,P006894F,PUNGGOL,PROPNEX REALTY PTE. LTD.
FAKHRUL HAAZIQ BIN MOHD FIKRI,2024-04-01,R000300G,HOUGANG,ERA REALTY NETWORK PTE LTD
HO CHAI HWA,2024-04-01,R000402F,TAMPINES,LHG PROPERTIES PTE. LTD.
GOH SIEW PIAK,2024-04-01,R000714I,GEYLANG,PROPNEX REALTY PTE. LTD.
SARAVANNAN S/O SANTH KUMARAN,2024-04-01,R000215D,PASIR RIS,OHMYHOME PTE. LTD.
TIAH MIN FENG SEAN,2024-04-01,R000181D,CLEMENTI,PROPNEX REALTY PTE. LTD.
KAREN SOH AI NEE,2024-04-01,R000184A,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
GOH SIEW PIAK,2024-04-01,R000714I,PUNGGOL,PROPNEX REALTY PTE. LTD.
TAY CAI CHANG,2024-04-01,R000567G,TOA PAYOH,OHMYHOME PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-04-01,R000252H,BEDOK,ERA REALTY NETWORK PTE LTD
SARAVANNAN S/O SANTH KUMARAN,2024-04-01,R000215D,JURONG WEST,OHMYHOME PTE. LTD.
TAY CAI CHANG,2024-04-01,R000567G,BUKIT MERAH,OHMYHOME PTE. LTD.
TAY CAI CHANG,2024-04-01,R000567G,TOA PAYOH,OHMYHOME PTE. LTD.
CHEN JIN BERTRAM DANIEL,2024-04-01,R000252H,BEDOK,ERA REALTY NETWORK PTE LTD
SARAVANNAN S/O SANTH KUMARAN,2024-04-01,R000215D,JURONG WEST,OHMYHOME PTE. LTD.
TAY CAI CHANG,2024-04-01,R000567G,BUKIT MERAH,OHMYHOME PTE. LTD.
SIM WEE MING,2024-04-01,P000874I,BEDOK,SAVE REALTY & PARTNERS
NEO WEE LI,2024-04-01,P000951F,JURONG WEST,A STAR REAL ESTATE PTE. LTD.
NICHOLAS FENG JIAYONG,2024-04-01,R000273H,TAMPINES,PROPNEX REALTY PTE. LTD.
